Category,Subcategory,Enrichment,P-value,P-adjusted,Q-value,Expected,Observed,miRNAs/precursors
Pathways (miRWalk),P04375 5HT3 type receptor mediated signaling pathway,over-represented,0.000530838,0.0211968,0.0211968,0.436893,4,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),P05734 Synaptic vesicle trafficking,over-represented,0.0047899,0.0481396,0.0481396,0.757282,4,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Pathways (miRWalk),WP127 IL 5 signaling pathway,over-represented,0.0018815,0.0322025,0.0322025,3.43689,9,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),WP1591 Heart Development,over-represented,0.000766977,0.0226787,0.0226787,3.81553,10,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),WP205 IL 7 signaling pathway,over-represented,0.0047753,0.0481396,0.0481396,3.1165,8,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),WP2064 Neural Crest Differentiation,over-represented,0.000144602,0.0156097,0.0156097,3.93204,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Pathways (miRWalk),WP268 Notch Signaling Pathway,over-represented,0.000176082,0.0156097,0.0156097,2.56311,9,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),WP34 Ovarian Infertility Genes,over-represented,0.000519376,0.0211968,0.0211968,2.27184,8,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),WP364 IL 6 signaling pathway,over-represented,0.0022855,0.0327593,0.0327593,3.52427,9,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),WP366 TGF beta Signaling Pathway1,over-represented,0.000275215,0.0169061,0.0169061,6.08738,13,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Pathways (miRWalk),WP410 Diurnally regulated genes with circadian orthologs,over-represented,0.0026271,0.0357221,0.0357221,2.85437,8,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),WP45 G1 to S cell cycle control,over-represented,0.002271,0.0327593,0.0327593,6.17476,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),WP49 IL 2 Signaling pathway,over-represented,0.000542244,0.0211968,0.0211968,3.6699,10,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),WP698 Glucuronidation,over-represented,0.000951737,0.0226787,0.0226787,0.873786,5,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa00040 Pentose and glucuronate interconversions,over-represented,0.0020946,0.0322025,0.0322025,0.61165,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa00120 Primary bile acid biosynthesis,over-represented,0.004814,0.0481396,0.0481396,0.378641,3,hsa-miR-193b-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa00561 Glycerolipid metabolism,over-represented,0.0026584,0.0357221,0.0357221,1.60194,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa00565 Ether lipid metabolism,over-represented,0.002925,0.0373048,0.0373048,1.1068,5,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449c-5p; hsa-miR-9-5p
Pathways (miRWalk),hsa03410 Base excision repair,over-represented,0.0015386,0.0300726,0.0300726,2.00971,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04060 Cytokine cytokine receptor interaction,over-represented,0.00088934,0.0226787,0.0226787,4.71845,11,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04110 Cell cycle,over-represented,0.00025092,0.0169061,0.0169061,7.2233,14,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04114 Oocyte meiosis,over-represented,0.0010021,0.0226787,0.0226787,4.7767,11,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04310 Wnt signaling pathway,over-represented,0.0044695,0.0481396,0.0481396,5.59223,11,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04320 Dorso ventral axis formation,over-represented,0.000160037,0.0156097,0.0156097,2.53398,9,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04330 Notch signaling pathway,over-represented,4.86369e-05,0.0156097,0.0156097,2.82524,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04350 TGF beta signaling pathway,over-represented,0.001063,0.0228536,0.0228536,4.80583,11,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04360 Axon guidance,over-represented,0.0038681,0.0437711,0.0437711,4.60194,10,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04612 Antigen processing and presentation,over-represented,0.0036924,0.0433276,0.0433276,3,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04660 T cell receptor signaling pathway,over-represented,0.0029497,0.0373048,0.0373048,4.45631,10,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa04950 Maturity onset diabetes of the young,over-represented,0.000806674,0.0226787,0.0226787,0.84466,5,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa05016 Huntingtons disease,over-represented,0.001772,0.0322025,0.0322025,5.06796,11,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Pathways (miRWalk),hsa05020 Prion diseases,over-represented,0.000472622,0.0211968,0.0211968,2.24272,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-92a-3p
Pathways (miRWalk),hsa05120 Epithelial cell signaling in Helicobacter pylori infection,over-represented,0.0035148,0.0431813,0.0431813,3.72816,9,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa05216 Thyroid cancer,over-represented,0.0037282,0.0433276,0.0433276,3.75728,9,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Pathways (miRWalk),hsa05222 Small cell lung cancer,over-represented,0.000181508,0.0156097,0.0156097,5.8835,13,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Pathways (miRWalk),hsa05416 Viral myocarditis,over-represented,0.000936935,0.0226787,0.0226787,3.90291,10,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
KEGG (miRPathDB),Adherens junction,over-represented,0.000469612,0.0184714,0.0184714,1.17445,6,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-3p
KEGG (miRPathDB),Cell cycle,over-represented,0.00218,0.0388456,0.0388456,2.15992,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
KEGG (miRPathDB),Chronic myeloid leukemia,over-represented,0.0036275,0.0428047,0.0428047,2.34891,7,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-3p
KEGG (miRPathDB),Endometrial cancer,over-represented,0.0024827,0.0388456,0.0388456,1.59294,6,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-9-3p
KEGG (miRPathDB),Hepatitis B,over-represented,0.0029349,0.0388456,0.0388456,2.26791,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-3p
KEGG (miRPathDB),MicroRNAs in cancer,over-represented,0.0017277,0.0388456,0.0388456,3.52336,9,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
KEGG (miRPathDB),Non-small cell lung cancer,over-represented,0.0029628,0.0388456,0.0388456,1.64694,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-9-3p
KEGG (miRPathDB),Pathways in cancer,over-represented,0.0023935,0.0388456,0.0388456,2.88889,8,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
KEGG (miRPathDB),Small cell lung cancer,over-represented,0.000241286,0.0184714,0.0184714,1.52544,7,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-3p
KEGG (miRPathDB),Thyroid cancer,over-represented,0.000314168,0.0184714,0.0184714,1.09346,6,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-9-3p; hsa-miR-92a-3p
Tissue specific (isomiRdb),blood specific,over-represented,5.28823e-05,0.000229157,0.000229157,0.0149626,2,hsa-miR-129-5p; hsa-miR-92a-3p
Tissue specific (isomiRdb),bronchial epithelium specific,over-represented,2.19702e-09,2.856126e-08,2.85613e-08,0.0299252,4,hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p
Annotations derived over miRTarBase (Gene Ontology),1-acylglycerophosphocholine O-acyltransferase activity GO0047184,over-represented,0.00037625,0.0101418,0.0101418,1.05386,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-3p
Annotations derived over miRTarBase (Gene Ontology),1-alkylglycerophosphocholine O-acetyltransferase activity GO0047192,over-represented,0.0013934,0.0210915,0.0210915,0.23185,3,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-449c-5p
Annotations derived over miRTarBase (Gene Ontology),3-dehydrosphinganine reductase activity GO0047560,over-represented,0.000347174,0.00973,0.0097301,0.358314,4,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),3-keto-sphinganine metabolic process GO0006666,over-represented,0.000347174,0.00973,0.0097301,0.358314,4,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),5-3 DNA exonuclease activity GO0035312,over-represented,0.00018635,0.0069366,0.0069366,0.119438,3,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-378a-3p
Annotations derived over miRTarBase (Gene Ontology),5-deoxyribose-5-phosphate lyase activity GO0051575,over-represented,0.000311212,0.0092472,0.0092472,2.55035,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-4448; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),7SK snRNP GO0120259,over-represented,0.0028178,0.0325025,0.0325025,0.295082,3,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p
Annotations derived over miRTarBase (Gene Ontology),9+2 motile cilium GO0097729,over-represented,0.00242,0.0298439,0.0298439,0.59719,4,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-375-3p
Annotations derived over miRTarBase (Gene Ontology),ACF complex GO0016590,over-represented,0.0046442,0.0436182,0.0436182,0.351288,3,hsa-miR-151a-5p; hsa-miR-375-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),AMPA glutamate receptor clustering GO0097113,over-represented,0.00029696,0.0090081,0.0090081,0.344262,4,hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),ATP-dependent protein disaggregase activity GO0140545,over-represented,0.0012519,0.0198682,0.0198682,2.41686,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),ATP metabolic process GO0046034,over-represented,0.000412699,0.0106748,0.0106748,3.29508,10,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),BAD-BCL-2 complex GO0097138,over-represented,0.0011091,0.0186607,0.0186607,0.484778,4,hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-9-5p
Annotations derived over miRTarBase (Gene Ontology),BAT3 complex GO0071818,over-represented,4.74358e-05,0.0036244,0.0036244,0.435597,5,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),B cell receptor signaling pathway GO0050853,over-represented,0.0046887,0.0438736,0.0438736,4.43326,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),C-X-C motif chemokine 12 receptor activity GO0038147,over-represented,0.0052792,0.0466495,0.0466495,0.112412,2,hsa-miR-9-5p; hsa-miR-9-3p
Annotations derived over miRTarBase (Gene Ontology),C-X3-C chemokine binding GO0019960,over-represented,3.86167e-05,0.0033256,0.0033256,0.702576,6,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-3p
Annotations derived over miRTarBase (Gene Ontology),C3HC4-type RING finger domain binding GO0055131,over-represented,0.000194213,0.0070508,0.0070508,1.84778,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),CCR4-NOT complex GO0030014,over-represented,0.000253065,0.008269,0.008269,1.91803,8,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),CCR4-NOT core complex GO0030015,over-represented,0.0046442,0.0436182,0.0436182,0.351288,3,hsa-miR-193b-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),CCR chemokine receptor binding GO0048020,over-represented,0.0038597,0.0391049,0.0391049,1.637,6,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),CENP-A containing nucleosome GO0043505,over-represented,0.0018993,0.0260118,0.0260118,1.42623,6,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),CIA complex GO0097361,over-represented,0.0018442,0.0254627,0.0254627,0.555035,4,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p
Annotations derived over miRTarBase (Gene Ontology),CLOCK-BMAL transcription complex GO1990513,over-represented,0.0057833,0.0494376,0.0494376,0.758782,4,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),COPII-coated vesicle cargo loading GO0090110,over-represented,1.91741e-05,0.0023366,0.0023366,2.91569,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),COPII vesicle coat GO0030127,over-represented,0.000145786,0.0061728,0.0061728,3.59016,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),COPI vesicle coat GO0030126,over-represented,0.000102953,0.0051792,0.0051792,1.22951,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),CST complex GO1990879,over-represented,0.0054088,0.0474237,0.0474237,0.744731,4,hsa-miR-193b-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),Cul4A-RING E3 ubiquitin ligase complex GO0031464,over-represented,0.0022409,0.0284671,0.0284671,2.02342,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),Cul5-RING ubiquitin ligase complex GO0031466,over-represented,0.0019988,0.026552,0.026552,1.44028,6,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA-binding transcription activator activity GO0001216,over-represented,8.40459e-07,0.000428876,0.000428876,2.69087,12,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA-directed DNA polymerase activity GO0003887,over-represented,0.0034558,0.0365515,0.0365515,2.81733,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-4448; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA-templated transcription GO0006351,over-represented,0.0024067,0.0298439,0.0298439,5.71897,12,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNADNA annealing activity GO1990814,over-represented,0.000959157,0.0170049,0.0170049,0.0491803,2,hsa-miR-193b-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA biosynthetic process GO0071897,over-represented,0.000132396,0.0060249,0.0060249,1.27869,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-4448; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),"DNA damage response, signal transduction by p53 class mediator GO0030330",over-represented,0.000282986,0.0087942,0.0087942,3.85012,11,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA methylation-dependent heterochromatin formation GO0006346,over-represented,5.42708e-07,0.000417917,0.000417917,0.843091,8,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA methylation GO0006306,over-represented,0.000207715,0.0073804,0.0073804,3.04215,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA polymerase binding GO0070182,over-represented,0.0050956,0.0460687,0.0460687,3.7096,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA protection GO0042262,over-represented,0.000696277,0.0139833,0.0139833,1.18033,6,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA recombination GO0006310,over-represented,0.0056653,0.0489128,0.0489128,3.76581,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA repair complex GO1990391,over-represented,0.0016235,0.0234347,0.0234347,1.38407,6,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-4454; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),DNA replication proofreading GO0045004,over-represented,0.000358111,0.0098563,0.0098563,0.147541,3,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-92a-3p
